name,heightm,weightkg,evos,tags,vs_normal,vs_fire,vs_water,vs_electric,vs_grass,vs_ice,vs_fighting,vs_poison,vs_ground,vs_flying,vs_psychic,vs_bug,vs_rock,vs_ghost,vs_dragon,vs_dark,vs_steel,vs_fairy,types_Ice,types_Flying,types_Ghost,types_Dragon,types_Poison,types_Fire,types_Electric,types_Steel,types_Fighting,types_Bug,types_Dark,types_Ground,types_Fairy,types_Rock,types_Grass,types_Water,types_Psychic,types_Normal,baseStats_hp,baseStats_atk,baseStats_def,baseStats_spa,baseStats_spd,baseStats_spe
rotom,0.0020020022,0.00030003,0,0,0.0,0.20000002,0.20000002,0.125,0.20000002,0.20000002,0.0,0.125,0.5,0.06666667,0.25,0.06666667,0.20000002,0.5,0.5,0.4666667,0.06666667,0.20000002,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.19291338,0.24324326,0.29387754,0.46195656,0.24782608,0.44102564
rotomheat,0.0020020022,0.00030003,0,0,1.0,0.06666667,0.4666667,0.125,0.06666667,0.06666667,0.25,0.25,1.0,0.06666667,0.25,0.06666667,0.4666667,0.25,0.5,0.20000002,0.0,0.06666667,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.19291338,0.3243243,0.41632652,0.5163044,0.37826085,0.41538462
rotomwash,0.0020020022,0.00030003,0,0,1.0,0.06666667,0.06666667,0.25,0.4666667,0.06666667,0.25,0.25,0.5,0.06666667,0.25,0.20000002,0.20000002,0.25,0.5,0.20000002,0.0,0.20000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.19291338,0.3243243,0.41632652,0.5163044,0.37826085,0.41538462
rotomfrost,0.0020020022,0.00030003,0,0,1.0,0.4666667,0.20000002,0.125,0.20000002,0.06666667,0.5,0.25,0.5,0.06666667,0.25,0.20000002,0.4666667,0.25,0.5,0.20000002,0.20000002,0.20000002,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.19291338,0.3243243,0.41632652,0.5163044,0.37826085,0.41538462
rotomfan,0.0020020022,0.00030003,0,0,1.0,0.20000002,0.20000002,0.25,0.06666667,0.4666667,0.125,0.25,0.0,0.06666667,0.25,0.06666667,0.4666667,0.25,0.5,0.20000002,0.06666667,0.20000002,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.19291338,0.3243243,0.41632652,0.5163044,0.37826085,0.41538462
rotommow,0.0020020022,0.00030003,0,0,1.0,0.4666667,0.06666667,0.0625,0.06666667,0.4666667,0.25,0.5,0.25,0.20000002,0.25,0.4666667,0.20000002,0.25,0.5,0.20000002,0.06666667,0.20000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.19291338,0.3243243,0.41632652,0.5163044,0.37826085,0.41538462
uxie,0.0020020022,0.00030003,0,1,1.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.125,0.25,0.25,0.20000002,0.125,0.4666667,0.20000002,0.5,0.5,0.4666667,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2913386,0.37837836,0.5102041,0.35326087,0.47826087,0.46153846
mesprit,0.0020020022,0.00030003,0,1,1.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.125,0.25,0.25,0.20000002,0.125,0.4666667,0.20000002,0.5,0.5,0.4666667,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.31102362,0.5405406,0.40816325,0.5163044,0.3695652,0.3846154
azelf,0.0020020022,0.00030003,0,1,1.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.125,0.25,0.25,0.20000002,0.125,0.4666667,0.20000002,0.5,0.5,0.4666667,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2913386,0.6486487,0.26530612,0.625,0.2173913,0.5641026
dialga,0.05305305,0.6830683,0,1,0.5,0.20000002,0.06666667,0.125,0.0,0.20000002,0.5,0.0,0.5,0.06666667,0.125,0.06666667,0.06666667,0.25,0.5,0.20000002,0.06666667,0.20000002,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.38976377,0.62162167,0.46938774,0.7608696,0.34782606,0.43589744
palkia,0.04104104,0.33603358,0,1,1.0,0.0,0.0,0.25,0.20000002,0.20000002,0.25,0.25,0.25,0.20000002,0.25,0.20000002,0.20000002,0.25,1.0,0.20000002,0.06666667,0.4666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3503937,0.62162167,0.3877551,0.7608696,0.43478262,0.48717952
heatran,0.016016016,0.43004298,0,1,0.5,0.20000002,0.4666667,0.25,0.0,0.0,0.5,0.0,1.0,0.06666667,0.125,0.0,0.20000002,0.25,0.25,0.20000002,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.35433072,0.45945945,0.4122449,0.65217394,0.37391305,0.36923078
regigigas,0.036036037,0.42004198,0,1,1.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.5,0.25,0.25,0.20000002,0.25,0.20000002,0.20000002,0.0,0.5,0.20000002,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.42913386,0.8378379,0.42857143,0.3804348,0.3913043,0.48717952
giratina,0.044044044,0.7500749,0,1,0.0,0.06666667,0.06666667,0.125,0.06666667,0.4666667,0.0,0.125,0.25,0.20000002,0.25,0.06666667,0.20000002,0.5,1.0,0.4666667,0.20000002,0.4666667,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5866142,0.51351357,0.46938774,0.48913044,0.43478262,0.43589744
giratinaorigin,0.068068065,0.65006495,0,0,0.0,0.06666667,0.06666667,0.125,0.06666667,0.4666667,0.0,0.125,0.25,0.20000002,0.25,0.06666667,0.20000002,0.5,1.0,0.4666667,0.20000002,0.4666667,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5866142,0.62162167,0.3877551,0.5978261,0.34782606,0.43589744
cresselia,0.014014013,0.08560855,0,1,1.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.125,0.25,0.25,0.20000002,0.125,0.4666667,0.20000002,0.5,0.5,0.4666667,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.46850395,0.35135135,0.46938774,0.35326087,0.47826087,0.41025642
phione,0.003003003,0.0031003098,0,1,1.0,0.06666667,0.06666667,0.5,0.4666667,0.06666667,0.25,0.25,0.25,0.20000002,0.25,0.20000002,0.20000002,0.25,0.5,0.20000002,0.06666667,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.31102362,0.4054054,0.30612245,0.3804348,0.26086956,0.3846154
manaphy,0.0020020022,0.0014001399,0,1,1.0,0.06666667,0.06666667,0.5,0.4666667,0.06666667,0.25,0.25,0.25,0.20000002,0.25,0.20000002,0.20000002,0.25,0.5,0.20000002,0.06666667,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.38976377,0.51351357,0.3877551,0.48913044,0.34782606,0.48717952
darkrai,0.014014013,0.050505046,0,1,1.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.5,0.25,0.25,0.20000002,0.0,0.4666667,0.20000002,0.125,0.5,0.06666667,0.20000002,0.4666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.27165353,0.45945945,0.34693876,0.6793479,0.3043478,0.61538464
shaymin,0.001001001,0.0021002097,0,1,1.0,0.4666667,0.06666667,0.125,0.06666667,0.4666667,0.25,0.5,0.125,0.4666667,0.25,0.4666667,0.20000002,0.25,0.5,0.20000002,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.38976377,0.51351357,0.3877551,0.48913044,0.34782606,0.48717952
shayminsky,0.003003003,0.005200519,0,0,1.0,0.4666667,0.06666667,0.25,0.0,1.0,0.125,0.5,0.0,0.4666667,0.25,0.20000002,0.4666667,0.25,0.5,0.20000002,0.20000002,0.20000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.38976377,0.5297298,0.28571427,0.5978261,0.23913042,0.62564105
arceus,0.031031031,0.32003197,0,1,1.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.5,0.25,0.25,0.20000002,0.25,0.20000002,0.20000002,0.0,0.5,0.20000002,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.46850395,0.62162167,0.46938774,0.5978261,0.43478262,0.5897436
arceusbug,0.031031031,0.32003197,0,0,1.0,0.4666667,0.20000002,0.25,0.06666667,0.20000002,0.125,0.25,0.125,0.4666667,0.25,0.20000002,0.4666667,0.25,0.5,0.20000002,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.46850395,0.62162167,0.46938774,0.5978261,0.43478262,0.5897436
arceusdark,0.031031031,0.32003197,0,0,1.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.5,0.25,0.25,0.20000002,0.0,0.4666667,0.20000002,0.125,0.5,0.06666667,0.20000002,0.4666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.46850395,0.62162167,0.46938774,0.5978261,0.43478262,0.5897436
arceusdragon,0.031031031,0.32003197,0,0,1.0,0.06666667,0.06666667,0.125,0.06666667,0.4666667,0.25,0.25,0.25,0.20000002,0.25,0.20000002,0.20000002,0.25,1.0,0.20000002,0.20000002,0.4666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46850395,0.62162167,0.46938774,0.5978261,0.43478262,0.5897436
arceuselectric,0.031031031,0.32003197,0,0,1.0,0.20000002,0.20000002,0.125,0.20000002,0.20000002,0.25,0.25,0.5,0.06666667,0.25,0.20000002,0.20000002,0.25,0.5,0.20000002,0.06666667,0.20000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.46850395,0.62162167,0.46938774,0.5978261,0.43478262,0.5897436
arceusfairy,0.031031031,0.32003197,0,0,1.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.125,0.5,0.25,0.20000002,0.25,0.06666667,0.20000002,0.25,0.0,0.06666667,0.4666667,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.46850395,0.62162167,0.46938774,0.5978261,0.43478262,0.5897436
arceusfighting,0.031031031,0.32003197,0,0,1.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.25,0.25,0.25,0.4666667,0.5,0.06666667,0.06666667,0.25,0.5,0.06666667,0.20000002,0.4666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.46850395,0.62162167,0.46938774,0.5978261,0.43478262,0.5897436
arceusfire,0.031031031,0.32003197,0,0,1.0,0.06666667,0.4666667,0.25,0.06666667,0.06666667,0.25,0.25,0.5,0.20000002,0.25,0.06666667,0.4666667,0.25,0.5,0.20000002,0.06666667,0.06666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.46850395,0.62162167,0.46938774,0.5978261,0.43478262,0.5897436
arceusflying,0.031031031,0.32003197,0,0,1.0,0.20000002,0.20000002,0.5,0.06666667,0.4666667,0.125,0.25,0.0,0.20000002,0.25,0.06666667,0.4666667,0.25,0.5,0.20000002,0.20000002,0.20000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46850395,0.62162167,0.46938774,0.5978261,0.43478262,0.5897436
arceusghost,0.031031031,0.32003197,0,0,0.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.0,0.125,0.25,0.20000002,0.25,0.06666667,0.20000002,0.5,0.5,0.4666667,0.20000002,0.20000002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46850395,0.62162167,0.46938774,0.5978261,0.43478262,0.5897436
arceusgrass,0.031031031,0.32003197,0,0,1.0,0.4666667,0.06666667,0.125,0.06666667,0.4666667,0.25,0.5,0.125,0.4666667,0.25,0.4666667,0.20000002,0.25,0.5,0.20000002,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.46850395,0.62162167,0.46938774,0.5978261,0.43478262,0.5897436
arceusground,0.031031031,0.32003197,0,0,1.0,0.20000002,0.4666667,0.0,0.4666667,0.4666667,0.25,0.125,0.25,0.20000002,0.25,0.20000002,0.06666667,0.25,0.5,0.20000002,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.46850395,0.62162167,0.46938774,0.5978261,0.43478262,0.5897436
arceusice,0.031031031,0.32003197,0,0,1.0,0.4666667,0.20000002,0.25,0.20000002,0.06666667,0.5,0.25,0.25,0.20000002,0.25,0.20000002,0.4666667,0.25,0.5,0.20000002,0.4666667,0.20000002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46850395,0.62162167,0.46938774,0.5978261,0.43478262,0.5897436
arceuspoison,0.031031031,0.32003197,0,0,1.0,0.20000002,0.20000002,0.25,0.06666667,0.20000002,0.125,0.125,0.5,0.20000002,0.5,0.06666667,0.20000002,0.25,0.5,0.20000002,0.20000002,0.06666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46850395,0.62162167,0.46938774,0.5978261,0.43478262,0.5897436
arceuspsychic,0.031031031,0.32003197,0,0,1.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.125,0.25,0.25,0.20000002,0.125,0.4666667,0.20000002,0.5,0.5,0.4666667,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.46850395,0.62162167,0.46938774,0.5978261,0.43478262,0.5897436
arceusrock,0.031031031,0.32003197,0,0,0.5,0.06666667,0.4666667,0.25,0.4666667,0.20000002,0.5,0.125,0.5,0.06666667,0.25,0.20000002,0.20000002,0.25,0.5,0.20000002,0.4666667,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.46850395,0.62162167,0.46938774,0.5978261,0.43478262,0.5897436
arceussteel,0.031031031,0.32003197,0,0,0.5,0.4666667,0.20000002,0.25,0.06666667,0.06666667,0.5,0.0,0.5,0.06666667,0.125,0.06666667,0.06666667,0.25,0.25,0.20000002,0.06666667,0.06666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.46850395,0.62162167,0.46938774,0.5978261,0.43478262,0.5897436
arceuswater,0.031031031,0.32003197,0,0,1.0,0.06666667,0.06666667,0.5,0.4666667,0.06666667,0.25,0.25,0.25,0.20000002,0.25,0.20000002,0.20000002,0.25,0.5,0.20000002,0.06666667,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.46850395,0.62162167,0.46938774,0.5978261,0.43478262,0.5897436
victini,0.003003003,0.0040003997,0,1,1.0,0.06666667,0.4666667,0.25,0.06666667,0.06666667,0.125,0.25,0.5,0.20000002,0.125,0.20000002,0.4666667,0.5,0.5,0.4666667,0.06666667,0.06666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.38976377,0.51351357,0.3877551,0.48913044,0.34782606,0.48717952
snivy,0.0050050053,0.0081008095,1,0,1.0,0.4666667,0.06666667,0.125,0.06666667,0.4666667,0.25,0.5,0.125,0.4666667,0.25,0.4666667,0.20000002,0.25,0.5,0.20000002,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.17322835,0.21621622,0.20408162,0.19021739,0.1521739,0.2974359
servine,0.007007007,0.016001599,1,0,1.0,0.4666667,0.06666667,0.125,0.06666667,0.4666667,0.25,0.5,0.125,0.4666667,0.25,0.4666667,0.20000002,0.25,0.5,0.20000002,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23228347,0.2972973,0.28571427,0.27173913,0.23913042,0.4
serperior,0.03203203,0.0630063,0,0,1.0,0.4666667,0.06666667,0.125,0.06666667,0.4666667,0.25,0.5,0.125,0.4666667,0.25,0.4666667,0.20000002,0.25,0.5,0.20000002,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2913386,0.37837836,0.36734694,0.35326087,0.32608694,0.5538462
tepig,0.004004004,0.009900989,1,0,1.0,0.06666667,0.4666667,0.25,0.06666667,0.06666667,0.25,0.25,0.5,0.20000002,0.25,0.06666667,0.4666667,0.25,0.5,0.20000002,0.06666667,0.06666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2519685,0.31351352,0.16326529,0.19021739,0.108695656,0.20512821
pignite,0.009009008,0.055505548,1,0,1.0,0.06666667,0.4666667,0.25,0.06666667,0.06666667,0.25,0.25,0.5,0.4666667,0.5,0.0,0.20000002,0.25,0.5,0.06666667,0.06666667,0.20000002,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.3503937,0.47567567,0.20408162,0.32608694,0.1521739,0.25641027
emboar,0.015015014,0.150015,0,0,1.0,0.06666667,0.4666667,0.25,0.06666667,0.06666667,0.25,0.25,0.5,0.4666667,0.5,0.0,0.20000002,0.25,0.5,0.06666667,0.06666667,0.20000002,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.42913386,0.6378379,0.24489795,0.48913044,0.19565217,0.30769232
oshawott,0.004004004,0.0059005897,1,0,1.0,0.06666667,0.06666667,0.5,0.4666667,0.06666667,0.25,0.25,0.25,0.20000002,0.25,0.20000002,0.20000002,0.25,0.5,0.20000002,0.06666667,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.21259843,0.27027026,0.16326529,0.2880435,0.108695656,0.20512821
dewott,0.007007007,0.024502449,1,0,1.0,0.06666667,0.06666667,0.5,0.4666667,0.06666667,0.25,0.25,0.25,0.20000002,0.25,0.20000002,0.20000002,0.25,0.5,0.20000002,0.06666667,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2913386,0.37837836,0.22448978,0.39673913,0.17391305,0.2820513
samurott,0.014014013,0.094609454,0,0,1.0,0.06666667,0.06666667,0.5,0.4666667,0.06666667,0.25,0.25,0.25,0.20000002,0.25,0.20000002,0.20000002,0.25,0.5,0.20000002,0.06666667,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.37007874,0.51351357,0.3265306,0.53260875,0.2173913,0.33333334
patrat,0.004004004,0.011601159,1,0,1.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.5,0.25,0.25,0.20000002,0.25,0.20000002,0.20000002,0.0,0.5,0.20000002,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.17322835,0.27027026,0.1387755,0.13586956,0.0826087,0.1897436
watchog,0.01001001,0.027002698,0,0,1.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.5,0.25,0.25,0.20000002,0.25,0.20000002,0.20000002,0.0,0.5,0.20000002,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.23228347,0.43243244,0.26122448,0.27173913,0.21304347,0.36923078
lillipup,0.003003003,0.00410041,1,0,1.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.5,0.25,0.25,0.20000002,0.25,0.20000002,0.20000002,0.0,0.5,0.20000002,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.17322835,0.2972973,0.16326529,0.081521735,0.108695656,0.25641027
herdier,0.008008007,0.014701469,1,0,1.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.5,0.25,0.25,0.20000002,0.25,0.20000002,0.20000002,0.0,0.5,0.20000002,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2519685,0.4054054,0.24489795,0.13586956,0.19565217,0.2820513
stoutland,0.011011011,0.061006095,0,0,1.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.5,0.25,0.25,0.20000002,0.25,0.20000002,0.20000002,0.0,0.5,0.20000002,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.33070865,0.5675676,0.34693876,0.19021739,0.3043478,0.3846154
purrloin,0.003003003,0.01010101,1,0,1.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.5,0.25,0.25,0.20000002,0.0,0.4666667,0.20000002,0.125,0.5,0.06666667,0.20000002,0.4666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.15748031,0.24324326,0.13061224,0.2173913,0.07391304,0.31282052
liepard,0.01001001,0.03750375,0,0,1.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.5,0.25,0.25,0.20000002,0.0,0.4666667,0.20000002,0.125,0.5,0.06666667,0.20000002,0.4666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2480315,0.44864866,0.18367346,0.42391306,0.13043478,0.51794875
pansage,0.0050050053,0.010501049,1,0,1.0,0.4666667,0.06666667,0.125,0.06666667,0.4666667,0.25,0.5,0.125,0.4666667,0.25,0.4666667,0.20000002,0.25,0.5,0.20000002,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.19291338,0.25945947,0.17551018,0.23369564,0.121739134,0.3025641
simisage,0.01001001,0.030503048,0,0,1.0,0.4666667,0.06666667,0.125,0.06666667,0.4666667,0.25,0.5,0.125,0.4666667,0.25,0.4666667,0.20000002,0.25,0.5,0.20000002,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2913386,0.5027027,0.23673467,0.47826087,0.18695651,0.49230772
pansear,0.0050050053,0.011001099,1,0,1.0,0.06666667,0.4666667,0.25,0.06666667,0.06666667,0.25,0.25,0.5,0.20000002,0.25,0.06666667,0.4666667,0.25,0.5,0.20000002,0.06666667,0.06666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.19291338,0.25945947,0.17551018,0.23369564,0.121739134,0.3025641
simisear,0.009009008,0.028002799,0,0,1.0,0.06666667,0.4666667,0.25,0.06666667,0.06666667,0.25,0.25,0.5,0.20000002,0.25,0.06666667,0.4666667,0.25,0.5,0.20000002,0.06666667,0.06666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2913386,0.5027027,0.23673467,0.47826087,0.18695651,0.49230772
panpour,0.0050050053,0.013501349,1,0,1.0,0.06666667,0.06666667,0.5,0.4666667,0.06666667,0.25,0.25,0.25,0.20000002,0.25,0.20000002,0.20000002,0.25,0.5,0.20000002,0.06666667,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.19291338,0.25945947,0.17551018,0.23369564,0.121739134,0.3025641
simipour,0.009009008,0.029002897,0,0,1.0,0.06666667,0.06666667,0.5,0.4666667,0.06666667,0.25,0.25,0.25,0.20000002,0.25,0.20000002,0.20000002,0.25,0.5,0.20000002,0.06666667,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2913386,0.5027027,0.23673467,0.47826087,0.18695651,0.49230772
munna,0.0050050053,0.023302328,1,0,1.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.125,0.25,0.25,0.20000002,0.125,0.4666667,0.20000002,0.5,0.5,0.4666667,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2952756,0.10810812,0.16326529,0.30978262,0.1521739,0.09743591
musharna,0.01001001,0.060506046,0,0,1.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.125,0.25,0.25,0.20000002,0.125,0.4666667,0.20000002,0.5,0.5,0.4666667,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4527559,0.27027026,0.3265306,0.52717394,0.32608694,0.12307693
pidove,0.0020020022,0.0021002097,1,0,1.0,0.20000002,0.20000002,0.5,0.06666667,0.4666667,0.25,0.25,0.0,0.20000002,0.25,0.06666667,0.4666667,0.0,0.5,0.20000002,0.20000002,0.20000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.19291338,0.27027026,0.18367346,0.14130434,0.043478265,0.1948718
tranquill,0.0050050053,0.015001499,1,0,1.0,0.20000002,0.20000002,0.5,0.06666667,0.4666667,0.25,0.25,0.0,0.20000002,0.25,0.06666667,0.4666667,0.0,0.5,0.20000002,0.20000002,0.20000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.24015749,0.38918918,0.23265304,0.2173913,0.09565218,0.30769232
unfezant,0.011011011,0.029002897,0,0,1.0,0.20000002,0.20000002,0.5,0.06666667,0.4666667,0.25,0.25,0.0,0.20000002,0.25,0.06666667,0.4666667,0.0,0.5,0.20000002,0.20000002,0.20000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.31102362,0.5945946,0.30612245,0.29891306,0.1521739,0.45128205
blitzle,0.007007007,0.029802978,1,0,1.0,0.20000002,0.20000002,0.125,0.20000002,0.20000002,0.25,0.25,0.5,0.06666667,0.25,0.20000002,0.20000002,0.25,0.5,0.20000002,0.06666667,0.20000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.17322835,0.2972973,0.11020408,0.2173913,0.052173913,0.36410257
zebstrika,0.015015014,0.07950795,0,0,1.0,0.20000002,0.20000002,0.125,0.20000002,0.20000002,0.25,0.25,0.5,0.06666667,0.25,0.20000002,0.20000002,0.25,0.5,0.20000002,0.06666667,0.20000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2913386,0.51351357,0.23673467,0.3804348,0.18695651,0.5692308
roggenrola,0.003003003,0.018001799,1,0,0.5,0.06666667,0.4666667,0.25,0.4666667,0.20000002,0.5,0.125,0.5,0.06666667,0.25,0.20000002,0.20000002,0.25,0.5,0.20000002,0.4666667,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.21259843,0.37837836,0.3265306,0.081521735,0.021739133,0.051282056
boldore,0.008008007,0.10201019,1,0,0.5,0.06666667,0.4666667,0.25,0.4666667,0.20000002,0.5,0.125,0.5,0.06666667,0.25,0.20000002,0.20000002,0.25,0.5,0.20000002,0.4666667,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.27165353,0.5405406,0.40816325,0.2173913,0.086956516,0.07692308
gigalith,0.016016016,0.26002598,0,0,0.5,0.06666667,0.4666667,0.25,0.4666667,0.20000002,0.5,0.125,0.5,0.06666667,0.25,0.20000002,0.20000002,0.25,0.5,0.20000002,0.4666667,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.33070865,0.70270276,0.5102041,0.27173913,0.26086956,0.10256411
woobat,0.003003003,0.0021002097,1,0,1.0,0.20000002,0.20000002,0.5,0.06666667,0.4666667,0.0625,0.25,0.0,0.20000002,0.125,0.20000002,0.4666667,0.5,0.5,0.4666667,0.20000002,0.20000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2519685,0.21621622,0.15510203,0.24456523,0.099999994,0.34358975
swoobat,0.008008007,0.010501049,0,0,1.0,0.20000002,0.20000002,0.5,0.06666667,0.4666667,0.0625,0.25,0.0,0.20000002,0.125,0.20000002,0.4666667,0.5,0.5,0.4666667,0.20000002,0.20000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25984251,0.28108108,0.20408162,0.36413044,0.1521739,0.5589744
